,Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimzation,Two-Qubit Gate Depth After Optimzation,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
125,bqskit_dtc_40_6.2907_62907,bqskit_dtc_40_6.2907_62907_OptimizationLevel3,40,0.042705059051513006,39,78,2,4,119,356,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
126,bqskit_dtc_25_2.217_22170,bqskit_dtc_25_2.217_22170_1e-08_ScanPartitioner3_QSearch,25,3.888616561889648,24,48,2,4,74,222,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.166666666666667,23.0,2.0,4.0,,False,BQSkit
127,bqskit_dtc_25_2.217_22170,bqskit_dtc_25_2.217_22170_1e-08_ScanPartitioner3_LEAP,25,3.693941354751587,24,48,2,4,74,222,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.166666666666667,23.833333333333332,2.0,4.166666666666667,,False,BQSkit
128,bqskit_dtc_25_2.217_22170,bqskit_dtc_25_2.217_22170_OptimizationLevel3,25,0.033524751663208,24,48,2,4,74,221,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
129,bqskit_dtc_11_6.0456_60456,bqskit_dtc_11_6.0456_60456_1e-08_ScanPartitioner3_QSearch,11,3.199786424636841,10,20,2,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.4,23.0,2.0,4.0,,False,BQSkit
130,bqskit_dtc_11_6.0456_60456,bqskit_dtc_11_6.0456_60456_1e-08_ScanPartitioner3_LEAP,11,3.767064094543457,10,20,2,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.4,24.0,2.0,4.2,,False,BQSkit
131,bqskit_dtc_11_6.0456_60456,bqskit_dtc_11_6.0456_60456_OptimizationLevel3,11,0.016406774520874003,10,20,2,4,32,95,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
132,bqskit_dtc_17_4.6737_46737,bqskit_dtc_17_4.6737_46737_1e-08_ScanPartitioner3_QSearch,17,3.525332927703857,16,32,2,4,50,150,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.25,23.0,2.0,4.0,,False,BQSkit
133,bqskit_dtc_17_4.6737_46737,bqskit_dtc_17_4.6737_46737_1e-08_ScanPartitioner3_LEAP,17,3.216157436370849,16,32,2,4,50,150,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.25,24.875,2.0,4.375,,False,BQSkit
134,bqskit_dtc_17_4.6737_46737,bqskit_dtc_17_4.6737_46737_OptimizationLevel3,17,0.022824525833129,16,32,2,4,50,149,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
